CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeBand,AgeBand_Num,CreditTier,CreditTier_Num,TenureSegment,TenureSegment_Num,HasBalance,BalanceTier,BalanceTier_Num,SalaryTier,SalaryTier_Num,BalanceToSalaryRatio,SalaryBalanceMismatch,IsPremiumCustomer,ProductDepthIndex,ProductBreadth,IsMultiProduct,IsFullSuiteUser,CrCardStickiness,EngagementTier,EngagementTier_Num,ActiveAndMultiProduct,InactiveAndSingleProduct,RelationshipStrengthIndex,RSI_Band,RSI_Band_Num,HighBalanceDisengaged,IsStickyCustomer,SilentChurnRisk,ActiveRetained,InactiveChurned,RetentionRiskScore,RiskBand,RiskBand_Num,GeoChurnRate,GeoRiskIndex,AgeActivityScore,BalanceActivityScore,ProductTenureScore,CreditActiveScore,WealthEngagementGap,Geography_France,Geography_Germany,Geography_Spain,Gender_Male
509,Spain,Male,38,2,0.0,1,0,0,168460.12,0,36-45 (Gen-X),2,Poor,1,Early (1-3yr),1,0,Zero Balance,0,High,3,0.0,1,0,0.0,Single-Product,0,0,0,Inactive-Disengaged,2,0,1,1.4,Very Weak,0,0,0,0,0,0,80.0,Very High Risk,4,0.166734,16.6734,0,0.0,1.0986122886681098,0,1,0,0,1,1
609,France,Male,34,1,0.0,1,1,1,181177.9,0,26-35 (Millennial),1,Fair,2,New (<1yr),0,0,Zero Balance,0,High,3,0.0,1,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,5.2,Moderate,2,0,0,0,1,0,43.5,Low Risk,1,0.161548,16.1548,34,0.0,0.6931471805599453,609,0,1,0,0,1
456,France,Female,33,1,188285.68,1,0,0,58363.94,0,26-35 (Millennial),1,Very Poor,0,New (<1yr),0,1,Premium (150k+),4,Lower-Mid,1,3.226062,0,1,0.0,Single-Product,0,0,0,Inactive-High-Balance,3,0,1,2.2,Weak,1,1,0,1,0,0,71.5,High Risk,3,0.161548,16.1548,0,0.0,0.6931471805599453,0,0,1,0,0,0
728,France,Female,46,2,109705.52,1,1,0,20276.87,1,46-55 (Mid-Career),3,Good,3,Early (1-3yr),1,1,High (100-150k),3,Low,0,5.410377,0,0,0.0,Single-Product,0,0,1,Inactive-Disengaged,2,0,1,3.15,Weak,1,0,0,0,0,1,73.0,High Risk,3,0.161548,16.1548,0,0.0,1.0986122886681098,0,0,1,0,0,0
663,Spain,Male,33,9,0.0,2,0,0,91514.62,0,26-35 (Millennial),1,Fair,2,Loyal (6-9yr),3,0,Zero Balance,0,Lower-Mid,1,0.0,0,0,0.333333,Dual-Product,1,0,0,Inactive-Disengaged,2,0,0,4.8,Moderate,2,0,0,0,0,0,46.0,Moderate Risk,2,0.166734,16.6734,0,0.0,4.605170185988092,0,0,0,0,1,1
673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0,26-35 (Millennial),1,Good,3,New (<1yr),0,1,High (100-150k),3,Lower-Mid,1,1.657336,0,0,0.666667,Multi-Product,1,1,0,Active-Engaged,0,1,0,4.45,Moderate,2,0,0,0,1,0,73.5,High Risk,3,0.324432,32.4432,34,127.1228,2.0794415416798357,673,0,0,1,0,0
717,France,Male,40,0,98241.04,1,1,0,110887.14,0,36-45 (Gen-X),2,Good,3,New (<1yr),0,1,Mid (50-100k),2,Upper-Mid,2,0.885955,0,0,0.0,Single-Product,0,0,1,Inactive-Disengaged,2,0,1,2.5,Weak,1,0,0,0,0,0,76.0,Very High Risk,4,0.161548,16.1548,0,0.0,0.0,0,0,1,0,0,1
741,Germany,Female,37,8,170840.08,2,0,0,109843.16,0,36-45 (Gen-X),2,Very Good,4,Loyal (6-9yr),3,1,Premium (150k+),4,Upper-Mid,2,1.555309,0,1,0.333333,Dual-Product,1,0,0,Inactive-High-Balance,3,0,0,5.6,Moderate,2,1,0,0,0,0,44.0,Low Risk,1,0.324432,32.4432,0,0.0,4.394449154672439,0,0,0,1,0,0
498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1,36-45 (Gen-X),2,Very Poor,0,Established (3-6yr),2,1,Mid (50-100k),2,Low,0,6.960292,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.3,Very Strong,4,0,0,0,0,0,17.0,Very Low Risk,0,0.324432,32.4432,41,87.5411,3.2188758248682006,498,0,0,1,0,0
850,France,Female,26,4,62610.96,2,0,1,179365.1,0,26-35 (Millennial),1,Exceptional,5,Established (3-6yr),2,1,Mid (50-100k),2,High,3,0.34907,0,0,0.333333,Dual-Product,1,0,0,Active-Engaged,0,1,0,7.3,Strong,3,0,0,0,1,0,11.0,Very Low Risk,0,0.161548,16.1548,26,62.611,3.2188758248682006,850,0,1,0,0,0
493,France,Male,36,9,0.0,2,1,1,65816.53,0,36-45 (Gen-X),2,Very Poor,0,Loyal (6-9yr),3,0,Zero Balance,0,Lower-Mid,1,0.0,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.8,Very Strong,4,0,1,0,1,0,8.0,Very Low Risk,0,0.161548,16.1548,36,0.0,4.605170185988092,493,0,1,0,0,1
686,France,Female,47,5,113328.93,1,1,0,124170.9,0,46-55 (Mid-Career),3,Good,3,Established (3-6yr),2,1,High (100-150k),3,Upper-Mid,2,0.912685,0,0,0.0,Single-Product,0,0,1,Inactive-Disengaged,2,0,1,3.75,Weak,1,0,0,0,0,0,68.5,High Risk,3,0.161548,16.1548,0,0.0,1.791759469228055,0,0,1,0,0,0
666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0,26-35 (Millennial),1,Fair,2,Early (1-3yr),1,1,High (100-150k),3,High,3,0.598991,0,0,0.0,Single-Product,0,0,1,Inactive-Disengaged,2,0,1,3.15,Weak,1,0,0,0,0,0,73.0,High Risk,3,0.166734,16.6734,0,0.0,1.0986122886681098,0,1,0,0,1,1
733,Spain,Female,31,9,102289.85,1,1,1,115441.66,0,26-35 (Millennial),1,Good,3,Loyal (6-9yr),3,1,High (100-150k),3,Upper-Mid,2,0.886074,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,7.55,Strong,3,0,0,0,1,0,28.0,Low Risk,1,0.166734,16.6734,31,102.2898,2.302585092994046,733,0,0,0,1,0
631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0,26-35 (Millennial),1,Fair,2,Established (3-6yr),2,1,High (100-150k),3,Upper-Mid,2,0.976458,0,0,0.333333,Dual-Product,1,0,0,Active-Engaged,0,1,0,7.95,Strong,3,0,0,0,1,0,16.0,Very Low Risk,0,0.324432,32.4432,34,125.2278,3.8918202981106265,631,0,0,1,0,0
714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0,46-55 (Mid-Career),3,Good,3,Established (3-6yr),2,1,High (100-150k),3,Upper-Mid,2,0.990106,0,1,0.0,Single-Product,0,0,1,Inactive-High-Balance,3,0,1,3.75,Weak,1,1,0,1,0,0,71.5,High Risk,3,0.324432,32.4432,0,0.0,1.791759469228055,0,0,0,1,0,0
767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1,26-35 (Millennial),1,Very Good,4,Established (3-6yr),2,1,High (100-150k),3,Upper-Mid,2,1.14439,0,1,0.0,Single-Product,0,0,1,Inactive-High-Balance,3,0,1,3.95,Weak,1,1,0,1,0,1,70.0,High Risk,3,0.324432,32.4432,0,0.0,1.9459101490553132,0,0,0,1,0,0
711,Germany,Male,43,2,39043.29,2,1,1,175423.69,0,36-45 (Gen-X),2,Good,3,Early (1-3yr),1,1,Low (1-50k),1,High,3,0.222566,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,7.65,Strong,3,0,0,0,1,0,20.0,Very Low Risk,0,0.324432,32.4432,43,39.0433,2.1972245773362196,711,0,0,1,0,1
722,France,Male,34,8,0.0,2,1,1,133447.49,0,26-35 (Millennial),1,Good,3,Loyal (6-9yr),3,0,Zero Balance,0,Upper-Mid,2,0.0,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.6,Very Strong,4,0,1,0,1,0,8.0,Very Low Risk,0,0.161548,16.1548,34,0.0,4.394449154672439,722,0,1,0,0,1
631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0,46-55 (Mid-Career),3,Fair,2,Loyal (6-9yr),3,1,Mid (50-100k),2,Upper-Mid,2,0.870802,0,0,0.0,Single-Product,0,0,1,Inactive-Disengaged,2,0,1,4.3,Moderate,2,0,0,0,0,0,64.0,High Risk,3,0.166734,16.6734,0,0.0,2.302585092994046,0,0,0,0,1,1
701,Germany,Male,38,3,125385.49,2,0,1,52044.66,0,36-45 (Gen-X),2,Good,3,Early (1-3yr),1,1,High (100-150k),3,Lower-Mid,1,2.40919,0,0,0.333333,Dual-Product,1,0,0,Active-Engaged,0,1,0,7.35,Strong,3,0,0,0,1,0,20.5,Very Low Risk,0,0.324432,32.4432,38,125.3855,2.772588722239781,701,0,0,1,0,1
790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0,46-55 (Mid-Career),3,Very Good,4,Early (1-3yr),1,1,High (100-150k),3,High,3,0.728631,0,1,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.15,Very Strong,4,0,0,0,1,0,7.0,Very Low Risk,0,0.166734,16.6734,46,131.3654,2.1972245773362196,790,0,0,0,1,1
633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0,56-65 (Pre-Retirement),4,Fair,2,Established (3-6yr),2,1,Mid (50-100k),2,Upper-Mid,2,0.744569,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,6.7,Strong,3,0,0,0,1,0,31.0,Low Risk,1,0.166734,16.6734,58,98.3085,1.9459101490553132,633,0,0,0,1,1
644,France,Female,37,8,0.0,2,1,0,20968.88,0,36-45 (Gen-X),2,Fair,2,Loyal (6-9yr),3,0,Zero Balance,0,Low,0,0.0,0,0,0.333333,Dual-Product,1,0,1,Inactive-Disengaged,2,0,0,5.6,Moderate,2,0,0,0,0,0,44.0,Low Risk,1,0.161548,16.1548,0,0.0,4.394449154672439,0,0,1,0,0,0
757,Spain,Male,44,5,140856.16,2,1,0,158735.1,0,36-45 (Gen-X),2,Very Good,4,Established (3-6yr),2,1,High (100-150k),3,High,3,0.887366,0,1,0.333333,Dual-Product,1,0,1,Inactive-High-Balance,3,0,0,5.75,Moderate,2,1,0,0,0,0,38.5,Low Risk,1,0.166734,16.6734,0,0.0,3.58351893845611,0,1,0,0,1,1
696,France,Female,30,8,0.0,2,1,1,196134.44,0,26-35 (Millennial),1,Good,3,Loyal (6-9yr),3,0,Zero Balance,0,High,3,0.0,1,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.6,Very Strong,4,0,1,0,1,0,8.0,Very Low Risk,0,0.161548,16.1548,30,0.0,4.394449154672439,696,0,1,0,0,0
746,France,Male,35,2,172274.01,1,1,0,22374.97,0,26-35 (Millennial),1,Very Good,4,Early (1-3yr),1,1,Premium (150k+),4,Low,0,7.699407,0,1,0.0,Single-Product,0,0,1,Inactive-High-Balance,3,0,1,3.4,Weak,1,1,0,1,0,0,68.0,High Risk,3,0.161548,16.1548,0,0.0,1.0986122886681098,0,0,1,0,0,1
649,Spain,Male,36,8,0.0,2,1,0,161668.15,0,36-45 (Gen-X),2,Fair,2,Loyal (6-9yr),3,0,Zero Balance,0,High,3,0.0,1,0,0.333333,Dual-Product,1,0,1,Inactive-Disengaged,2,0,0,5.6,Moderate,2,0,0,0,0,0,44.0,Low Risk,1,0.166734,16.6734,0,0.0,4.394449154672439,0,1,0,0,1,1
565,Spain,Male,38,0,122447.76,1,0,0,67339.34,0,36-45 (Gen-X),2,Poor,1,New (<1yr),0,1,High (100-150k),3,Lower-Mid,1,1.818369,0,0,0.0,Single-Product,0,0,0,Inactive-Disengaged,2,0,1,1.75,Very Weak,0,0,0,0,0,0,78.0,Very High Risk,4,0.166734,16.6734,0,0.0,0.0,0,0,0,0,1,1
720,France,Female,38,10,0.0,2,1,1,56229.72,1,36-45 (Gen-X),2,Good,3,Veteran (9-10yr),4,0,Zero Balance,0,Lower-Mid,1,0.0,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,9.0,Very Strong,4,0,1,0,0,0,8.0,Very Low Risk,0,0.161548,16.1548,38,0.0,4.795790545596741,720,0,1,0,0,0
648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1,56-65 (Pre-Retirement),4,Fair,2,Established (3-6yr),2,1,Premium (150k+),4,Upper-Mid,2,1.117513,0,1,0.333333,Dual-Product,1,0,1,Inactive-High-Balance,3,0,0,6.2,Strong,3,1,0,0,0,1,37.0,Low Risk,1,0.166734,16.6734,0,0.0,3.8918202981106265,0,0,0,0,1,0
632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1,36-45 (Gen-X),2,Fair,2,Early (1-3yr),1,1,High (100-150k),3,High,3,0.712382,0,0,0.0,Single-Product,0,0,0,Inactive-Disengaged,2,0,1,2.35,Weak,1,0,0,0,0,1,81.5,Very High Risk,4,0.324432,32.4432,0,0.0,1.3862943611198906,0,1,0,1,0,1
622,France,Female,30,2,158584.82,3,1,0,142342.55,1,26-35 (Millennial),1,Fair,2,Early (1-3yr),1,1,Premium (150k+),4,Upper-Mid,2,1.114107,0,1,0.666667,Multi-Product,1,1,1,Inactive-High-Balance,3,0,0,2.9,Weak,1,1,0,0,0,1,93.0,Very High Risk,4,0.161548,16.1548,0,0.0,3.295836866004329,0,0,1,0,0,0
835,France,Male,28,2,163569.61,2,1,1,154559.28,0,26-35 (Millennial),1,Exceptional,5,Early (1-3yr),1,1,Premium (150k+),4,High,3,1.058297,0,1,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.4,Very Strong,4,0,0,0,1,0,7.0,Very Low Risk,0,0.161548,16.1548,28,163.5696,2.1972245773362196,835,0,1,0,0,1
493,France,Female,31,3,0.0,1,1,1,176570.28,1,26-35 (Millennial),1,Very Poor,0,Early (1-3yr),1,0,Zero Balance,0,High,3,0.0,1,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,5.6,Moderate,2,0,0,0,0,0,40.5,Low Risk,1,0.161548,16.1548,31,0.0,1.3862943611198906,493,0,1,0,0,0
785,Germany,Female,33,6,127211.45,1,0,0,191961.83,0,26-35 (Millennial),1,Very Good,4,Established (3-6yr),2,1,High (100-150k),3,High,3,0.662691,0,0,0.0,Single-Product,0,0,0,Inactive-Disengaged,2,0,1,2.95,Weak,1,0,0,0,0,0,77.0,Very High Risk,4,0.324432,32.4432,0,0.0,1.9459101490553132,0,1,0,1,0,0
681,Germany,Male,42,3,118199.97,2,1,0,9452.88,1,36-45 (Gen-X),2,Good,3,Early (1-3yr),1,1,High (100-150k),3,Low,0,12.504123,0,0,0.333333,Dual-Product,1,0,1,Inactive-Disengaged,2,0,0,5.35,Moderate,2,0,0,0,0,1,54.5,Moderate Risk,2,0.324432,32.4432,0,0.0,2.772588722239781,0,0,0,1,0,1
621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0,26-35 (Millennial),1,Fair,2,Early (1-3yr),1,1,High (100-150k),3,High,3,0.611253,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.15,Very Strong,4,0,0,0,1,0,20.0,Very Low Risk,0,0.324432,32.4432,30,101.0141,2.1972245773362196,621,0,0,1,0,0
756,Spain,Male,38,6,119208.85,1,1,0,169763.89,1,36-45 (Gen-X),2,Very Good,4,Established (3-6yr),2,1,High (100-150k),3,High,3,0.702204,0,0,0.0,Single-Product,0,0,1,Inactive-Disengaged,2,0,1,3.95,Weak,1,0,0,0,0,1,67.0,High Risk,3,0.166734,16.6734,0,0.0,1.9459101490553132,0,1,0,0,1,1
515,France,Female,66,6,0.0,2,1,1,160663.11,0,66+ (Senior),5,Poor,1,Established (3-6yr),2,0,Zero Balance,0,High,3,0.0,1,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.2,Very Strong,4,0,1,0,1,0,11.0,Very Low Risk,0,0.161548,16.1548,66,0.0,3.8918202981106265,515,0,1,0,0,0
625,France,Female,58,10,53772.73,1,1,1,192072.1,1,56-65 (Pre-Retirement),4,Fair,2,Veteran (9-10yr),4,1,Mid (50-100k),2,High,3,0.279961,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,7.5,Strong,3,0,0,0,0,0,28.0,Low Risk,1,0.161548,16.1548,58,53.7727,2.3978952727983707,625,0,1,0,0,0
717,Spain,Female,39,6,0.0,2,1,0,93275.61,0,36-45 (Gen-X),2,Good,3,Established (3-6yr),2,0,Zero Balance,0,Lower-Mid,1,0.0,0,0,0.333333,Dual-Product,1,0,1,Inactive-Disengaged,2,0,0,5.2,Moderate,2,0,0,0,0,0,47.0,Moderate Risk,2,0.166734,16.6734,0,0.0,3.8918202981106265,0,0,0,0,1,0
595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0,36-45 (Gen-X),2,Fair,2,Early (1-3yr),1,1,High (100-150k),3,Upper-Mid,2,1.237011,0,1,0.0,Single-Product,0,0,0,Active-Low-Product,1,0,0,5.15,Moderate,2,0,0,0,1,0,42.0,Low Risk,1,0.324432,32.4432,41,138.8788,1.0986122886681098,595,0,0,1,0,0
539,Spain,Female,37,1,130922.81,2,0,0,2186.83,0,36-45 (Gen-X),2,Poor,1,New (<1yr),0,1,High (100-150k),3,Low,0,59.868764,0,1,0.333333,Dual-Product,1,0,0,Inactive-High-Balance,3,0,0,3.95,Weak,1,1,0,0,0,0,46.5,Moderate Risk,2,0.166734,16.6734,0,0.0,1.3862943611198906,0,0,0,0,1,0
762,France,Male,35,9,0.0,2,1,1,43075.7,0,26-35 (Millennial),1,Very Good,4,Loyal (6-9yr),3,0,Zero Balance,0,Low,0,0.0,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.8,Very Strong,4,0,1,0,1,0,8.0,Very Low Risk,0,0.161548,16.1548,35,0.0,4.605170185988092,762,0,1,0,0,1
706,Spain,Male,20,8,0.0,2,1,1,12368.11,0,18-25 (Gen-Z),0,Good,3,Loyal (6-9yr),3,0,Zero Balance,0,Low,0,0.0,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.6,Very Strong,4,0,1,0,1,0,8.0,Very Low Risk,0,0.166734,16.6734,20,0.0,4.394449154672439,706,0,0,0,1,1
677,Spain,Female,25,8,130866.19,1,1,0,42410.21,0,18-25 (Gen-Z),0,Good,3,Loyal (6-9yr),3,1,High (100-150k),3,Low,0,3.085724,0,1,0.0,Single-Product,0,0,1,Inactive-High-Balance,3,0,1,4.35,Moderate,2,1,0,1,0,0,59.0,Moderate Risk,2,0.166734,16.6734,0,0.0,2.1972245773362196,0,0,0,0,1,0
733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0,26-35 (Millennial),1,Good,3,Loyal (6-9yr),3,1,Premium (150k+),4,High,3,0.983338,0,1,0.0,Single-Product,0,0,0,Active-Low-Product,1,0,0,6.4,Strong,3,0,0,0,1,0,34.5,Low Risk,1,0.324432,32.4432,33,187.2579,2.0794415416798357,733,0,0,1,0,0
684,Spain,Female,41,7,0.0,1,1,1,138394.37,0,36-45 (Gen-X),2,Good,3,Loyal (6-9yr),3,0,Zero Balance,0,Upper-Mid,2,0.0,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,6.4,Strong,3,0,0,0,1,0,34.5,Low Risk,1,0.166734,16.6734,41,0.0,2.0794415416798357,684,0,0,0,1,0
679,France,Male,36,6,147733.64,1,0,1,172501.38,0,36-45 (Gen-X),2,Good,3,Established (3-6yr),2,1,High (100-150k),3,High,3,0.85642,0,1,0.0,Single-Product,0,0,0,Active-Low-Product,1,0,0,5.95,Moderate,2,0,0,0,1,0,28.0,Low Risk,1,0.161548,16.1548,36,147.7336,1.9459101490553132,679,0,1,0,0,1
478,Spain,Male,43,1,0.0,2,1,1,197916.43,0,36-45 (Gen-X),2,Very Poor,0,New (<1yr),0,0,Zero Balance,0,High,3,0.0,1,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,7.2,Strong,3,0,0,0,1,0,18.5,Very Low Risk,0,0.166734,16.6734,43,0.0,1.3862943611198906,478,0,0,0,1,1
696,France,Male,33,2,163139.27,1,1,1,7035.36,0,26-35 (Millennial),1,Good,3,Early (1-3yr),1,1,Premium (150k+),4,Low,0,23.188475,0,1,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,6.4,Strong,3,0,0,0,1,0,32.0,Low Risk,1,0.161548,16.1548,33,163.1393,1.0986122886681098,696,0,1,0,0,1
686,Spain,Female,35,4,0.0,2,1,1,159676.55,0,26-35 (Millennial),1,Good,3,Established (3-6yr),2,0,Zero Balance,0,High,3,0.0,1,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,7.8,Strong,3,0,0,0,1,0,14.0,Very Low Risk,0,0.166734,16.6734,35,0.0,3.2188758248682006,686,0,0,0,1,0
466,France,Female,36,5,119540.15,1,0,1,80603.99,0,36-45 (Gen-X),2,Very Poor,0,Established (3-6yr),2,1,High (100-150k),3,Lower-Mid,1,1.483055,0,0,0.0,Single-Product,0,0,0,Active-Low-Product,1,0,0,5.75,Moderate,2,0,0,0,1,0,34.5,Low Risk,1,0.161548,16.1548,36,119.5402,1.791759469228055,466,0,1,0,0,0
686,France,Female,41,4,129553.76,2,1,0,187599.8,0,36-45 (Gen-X),2,Good,3,Established (3-6yr),2,1,High (100-150k),3,High,3,0.690586,0,1,0.333333,Dual-Product,1,0,1,Inactive-High-Balance,3,0,0,5.55,Moderate,2,1,0,0,0,0,40.0,Low Risk,1,0.161548,16.1548,0,0.0,3.2188758248682006,0,1,1,0,0,0
576,France,Male,55,9,0.0,2,1,1,94450.97,0,46-55 (Mid-Career),3,Poor,1,Loyal (6-9yr),3,0,Zero Balance,0,Lower-Mid,1,0.0,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.8,Very Strong,4,0,1,0,1,0,8.0,Very Low Risk,0,0.161548,16.1548,55,0.0,4.605170185988092,576,0,1,0,0,1
763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0,56-65 (Pre-Retirement),4,Very Good,4,New (<1yr),0,1,Mid (50-100k),2,Upper-Mid,2,0.459101,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,5.7,Moderate,2,0,0,0,1,0,46.5,Moderate Risk,2,0.324432,32.4432,61,66.1019,0.6931471805599453,763,0,0,1,0,0
572,France,Male,43,2,140431.98,1,1,0,26450.57,1,36-45 (Gen-X),2,Poor,1,Early (1-3yr),1,1,High (100-150k),3,Low,0,5.309223,0,1,0.0,Single-Product,0,0,1,Inactive-High-Balance,3,0,1,3.15,Weak,1,1,0,1,0,1,68.0,High Risk,3,0.161548,16.1548,0,0.0,1.0986122886681098,0,0,1,0,0,1
757,France,Female,49,2,0.0,2,0,0,164482.92,0,46-55 (Mid-Career),3,Very Good,4,Early (1-3yr),1,0,Zero Balance,0,High,3,0.0,1,0,0.333333,Dual-Product,1,0,0,Inactive-Disengaged,2,0,0,3.4,Weak,1,0,0,0,0,0,55.0,Moderate Risk,2,0.161548,16.1548,0,0.0,2.1972245773362196,0,1,1,0,0,0
582,France,Female,29,0,0.0,1,1,1,84012.81,0,26-35 (Millennial),1,Fair,2,New (<1yr),0,0,Zero Balance,0,Lower-Mid,1,0.0,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,5.0,Moderate,2,0,0,0,1,0,45.0,Low Risk,1,0.161548,16.1548,29,0.0,0.0,582,0,1,0,0,0
623,France,Female,35,5,0.0,2,1,0,101192.08,0,26-35 (Millennial),1,Fair,2,Established (3-6yr),2,0,Zero Balance,0,Upper-Mid,2,0.0,0,0,0.333333,Dual-Product,1,0,1,Inactive-Disengaged,2,0,0,5.0,Moderate,2,0,0,0,0,0,48.5,Moderate Risk,2,0.161548,16.1548,0,0.0,3.58351893845611,0,0,1,0,0,0
617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1,36-45 (Gen-X),2,Fair,2,Established (3-6yr),2,1,High (100-150k),3,High,3,0.664318,0,0,0.333333,Dual-Product,1,0,1,Inactive-Disengaged,2,0,0,5.55,Moderate,2,0,0,0,0,1,53.0,Moderate Risk,2,0.324432,32.4432,0,0.0,3.2188758248682006,0,1,0,1,0,0
425,France,Male,39,4,0.0,2,1,0,197226.32,0,36-45 (Gen-X),2,Very Poor,0,Established (3-6yr),2,0,Zero Balance,0,High,3,0.0,1,0,0.333333,Dual-Product,1,0,1,Inactive-Disengaged,2,0,0,4.8,Moderate,2,0,0,0,0,0,50.0,Moderate Risk,2,0.161548,16.1548,0,0.0,3.2188758248682006,0,1,1,0,0,1
659,France,Female,56,9,123785.24,1,1,0,99504.03,1,56-65 (Pre-Retirement),4,Fair,2,Loyal (6-9yr),3,1,High (100-150k),3,Lower-Mid,1,1.244022,0,0,0.0,Single-Product,0,0,1,Inactive-Disengaged,2,0,1,4.55,Moderate,2,0,0,0,0,1,64.0,High Risk,3,0.161548,16.1548,0,0.0,2.302585092994046,0,0,1,0,0,0
605,France,Female,33,4,0.0,2,0,1,83700.66,0,26-35 (Millennial),1,Fair,2,Established (3-6yr),2,0,Zero Balance,0,Lower-Mid,1,0.0,0,0,0.333333,Dual-Product,1,0,0,Active-Engaged,0,1,0,6.8,Strong,3,0,0,0,1,0,16.0,Very Low Risk,0,0.161548,16.1548,33,0.0,3.2188758248682006,605,0,1,0,0,0
538,France,Female,38,8,88758.95,2,0,0,28226.15,1,36-45 (Gen-X),2,Poor,1,Loyal (6-9yr),3,1,Mid (50-100k),2,Low,0,3.144565,0,0,0.333333,Dual-Product,1,0,0,Inactive-Disengaged,2,0,0,5.1,Moderate,2,0,0,0,0,1,41.0,Low Risk,1,0.161548,16.1548,0,0.0,4.394449154672439,0,0,1,0,0,0
665,Germany,Male,25,5,153611.83,2,1,0,35321.65,0,18-25 (Gen-Z),0,Fair,2,Established (3-6yr),2,1,Premium (150k+),4,Low,0,4.348943,0,1,0.333333,Dual-Product,1,0,1,Inactive-High-Balance,3,0,0,6.0,Moderate,2,1,0,0,0,0,46.5,Moderate Risk,2,0.324432,32.4432,0,0.0,3.58351893845611,0,0,0,1,0,1
491,Germany,Female,57,4,112044.72,1,1,1,41229.73,1,56-65 (Pre-Retirement),4,Very Poor,0,Established (3-6yr),2,1,High (100-150k),3,Low,0,2.717571,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,6.55,Strong,3,0,0,0,0,0,42.0,Low Risk,1,0.324432,32.4432,57,112.0447,1.6094379124341003,491,0,0,1,0,0
726,Spain,Female,27,7,123826.07,1,0,1,78970.58,0,26-35 (Millennial),1,Good,3,Loyal (6-9yr),3,1,High (100-150k),3,Lower-Mid,1,1.568003,0,0,0.0,Single-Product,0,0,0,Active-Low-Product,1,0,0,6.15,Strong,3,0,0,0,1,0,31.5,Low Risk,1,0.166734,16.6734,27,123.8261,2.0794415416798357,726,0,0,0,1,0
580,France,Female,65,9,106804.26,3,1,0,107890.69,1,56-65 (Pre-Retirement),4,Poor,1,Loyal (6-9yr),3,1,High (100-150k),3,Upper-Mid,2,0.98993,0,0,0.666667,Multi-Product,1,1,1,Inactive-Disengaged,2,0,0,4.05,Moderate,2,0,0,0,0,1,89.0,Very High Risk,4,0.161548,16.1548,0,0.0,6.907755278982138,0,0,1,0,0,0
550,France,Female,48,6,0.0,2,1,1,191870.28,0,46-55 (Mid-Career),3,Poor,1,Established (3-6yr),2,0,Zero Balance,0,High,3,0.0,1,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.2,Very Strong,4,0,1,0,1,0,11.0,Very Low Risk,0,0.161548,16.1548,48,0.0,3.8918202981106265,550,0,1,0,0,0
